SUBJ,GROUP,SESSION,VAL1,VAL2,VAL3,VAL4,VAL5,VAL6,VAL7,VAL8,VAL9
sub-ar09,arb,sess5,0.9311926605504587,0.06880733944954129,0.0,0.07357357357357357,0.8738738738738738,0.052552552552552555,0.08,0.07076923076923076,0.8492307692307692
sub-ar09,arb,sess6,0.9398907103825137,0.05563835072031793,0.004470938897168405,0.16447823082239116,0.8106427090532136,0.0248790601243953,0.11511565357719204,0.011834319526627219,0.8730500268961807
sub-ar10,arb,sess2,0.9685714285714285,0.02857142857142857,0.002857142857142857,0.032753326509723645,0.8996929375639714,0.06755373592630501,0.04061470911086718,0.01756311745334797,0.9418221734357849
sub-ar10,arb,sess3,0.974721941354904,0.025278058645096056,0.0,0.2688821752265861,0.6948640483383686,0.03625377643504532,0.14097744360902256,0.1156015037593985,0.743421052631579
sub-ar10,arb,sess4,0.3558191252779837,0.005930318754633061,0.6382505559673832,0.8005540166204986,0.14127423822714683,0.05817174515235457,0.025374855824682813,0.9273356401384083,0.04728950403690888
sub-ar10,arb,sess5,0.9671977507029054,0.028116213683223992,0.004686035613870665,0.016357688113413305,0.9367502726281353,0.04689203925845147,0.038135593220338986,0.034957627118644065,0.926906779661017
sub-ar10,arb,sess6,0.9766444232602478,0.023355576739752144,0.0,0.046632124352331605,0.9015544041450777,0.05181347150259067,0.0976,0.013333333333333334,0.8890666666666667
sub-ar11,arb,sess2,0.951783023606228,0.048216976393771975,0.0,0.0688836104513064,0.8681710213776722,0.06294536817102138,0.07097069597069597,0.13186813186813187,0.7971611721611722
sub-ar11,arb,sess3,0.9708636836628513,0.026014568158168574,0.003121748178980229,0.08038585209003216,0.8735262593783494,0.04608788853161844,0.07149758454106281,0.07922705314009662,0.8492753623188406
sub-ar11,arb,sess4,0.9692460317460317,0.02976190476190476,0.000992063492063492,0.039153439153439155,0.9153439153439153,0.0455026455026455,0.06974358974358974,0.027692307692307693,0.9025641025641026
sub-ar11,arb,sess5,0.9777347531461762,0.022265246853823813,0.0,0.0058823529411764705,0.96,0.03411764705882353,0.06500956022944551,0.08030592734225621,0.8546845124282982
sub-ar11,arb,sess6,0.9809251311397235,0.019074868860276584,0.0,0.0,0.9771117166212534,0.022888283378746595,0.058061171591498185,0.006220839813374806,0.935717988595127
sub-ar12,arb,sess2,0.9677771709448388,0.03222282905516111,0.0,0.02621082621082621,0.947008547008547,0.02678062678062678,0.1872418540614961,0.014226709499770536,0.7985314364387334
sub-ar12,arb,sess3,0.9712313003452244,0.028768699654775604,0.0,0.0032858707557502738,0.9715224534501643,0.025191675794085433,0.2048823016564952,0.008718395815170008,0.7863993025283348
sub-ar12,arb,sess4,0.9667149059334298,0.03328509406657019,0.0,0.17673579801623085,0.7862939585211902,0.0369702434625789,0.19397697077059345,0.024800708591674048,0.7812223206377326
sub-ar12,arb,sess5,0.9527845036319612,0.04721549636803874,0.0,0.12162162162162163,0.834942084942085,0.04343629343629344,0.15853658536585366,0.017823639774859287,0.8236397748592871
sub-ar12,arb,sess6,0.9740518962075848,0.0249500998003992,0.000998003992015968,0.0306391970417327,0.9376650818806128,0.03169572107765452,0.08257345491388045,0.01165146909827761,0.9057750759878419
sub-ar13,arb,sess2,0.9369085173501577,0.04551599819738621,0.01757548445245606,0.0,0.9392953929539295,0.06070460704607046,0.048494983277591976,0.006131549609810479,0.9453734671125975
sub-ar13,arb,sess3,0.953125,0.03860294117647059,0.008272058823529412,0.0011037527593818985,0.9602649006622517,0.03863134657836645,0.05291005291005291,0.014814814814814815,0.9322751322751323
sub-ar13,arb,sess4,0.9573283858998145,0.03153988868274583,0.011131725417439703,0.013948497854077254,0.9527896995708155,0.033261802575107295,0.04026115342763874,0.002176278563656148,0.9575625680087051
sub-ar13,arb,sess5,0.9635854341736695,0.031746031746031744,0.004668534080298786,0.013933547695605574,0.9453376205787781,0.04072883172561629,0.04501607717041801,0.00857449088960343,0.9464094319399786
sub-ar13,arb,sess6,0.965293845441925,0.034706154558074964,0.0,0.12285012285012285,0.8390663390663391,0.038083538083538086,0.11933701657458563,0.009944751381215469,0.8707182320441988
sub-ar14,arb,sess2,0.9485041687101521,0.051495831289847964,0.0,0.08406593406593407,0.8620879120879121,0.05384615384615385,0.1098546042003231,0.011847065158858373,0.8782983306408185
sub-ar14,arb,sess3,0.9277456647398844,0.07225433526011561,0.0,0.018660812294182216,0.9176728869374314,0.06366630076838639,0.1062308478038815,0.011235955056179775,0.8825331971399387
sub-ar14,arb,sess4,0.9069506726457399,0.0930493273542601,0.0,0.164969450101833,0.769857433808554,0.06517311608961303,0.10744580584354382,0.08011310084825636,0.8124410933081998
sub-ar14,arb,sess5,0.9746192893401016,0.025380710659898477,0.0,0.04855371900826446,0.9132231404958677,0.038223140495867766,0.07889344262295082,0.01331967213114754,0.9077868852459017
sub-ar14,arb,sess6,0.9685230024213075,0.031476997578692496,0.0,0.027308192457737322,0.9317295188556567,0.04096228868660598,0.0976116303219107,0.00778816199376947,0.8946002076843198
sub-bi02,bio,sess2,0.547945205479452,0.2684348586417954,0.18361993587875255,0.05538694992412747,0.6707132018209409,0.2738998482549317,0.1931716082659479,0.036837376460017966,0.7699910152740341
sub-bi02,bio,sess3,0.7876857749469215,0.21231422505307856,0.0,0.018487394957983194,0.8504201680672269,0.13109243697478992,0.23888091822094693,0.15494978479196556,0.6061692969870875
sub-bi02,bio,sess4,0.9170258620689655,0.07543103448275862,0.007543103448275862,0.09947643979057591,0.8900523560209425,0.010471204188481676,0.27121771217712176,0.0,0.7287822878228782
sub-bi02,bio,sess5,0.9301075268817204,0.06344086021505377,0.0064516129032258064,0.10604026845637583,0.8134228187919463,0.08053691275167785,0.2009950248756219,0.006965174129353234,0.7920398009950249
sub-bi02,bio,sess6,0.897390535161433,0.08845643520566121,0.014153029632905795,0.003932584269662922,0.9247191011235955,0.07134831460674157,0.07260726072607261,0.0,0.9273927392739274
sub-bi03,bio,sess2,0.9575816674792784,0.04193076548025353,0.00048756704046806434,0.16233766233766234,0.8170995670995671,0.020562770562770564,0.1228163049232398,0.005293806246691371,0.8718898888300688
sub-bi03,bio,sess3,0.9546313799621928,0.0444234404536862,0.000945179584120983,0.0743801652892562,0.8710743801652893,0.05454545454545454,0.09606986899563319,0.0,0.9039301310043668
sub-bi03,bio,sess4,0.9554730983302412,0.041743970315398886,0.0027829313543599257,0.017241379310344827,0.9450431034482759,0.03771551724137931,0.04216216216216216,0.001081081081081081,0.9567567567567568
sub-bi03,bio,sess5,0.9613861386138614,0.03762376237623762,0.0009900990099009901,0.011530398322851153,0.9276729559748428,0.06079664570230608,0.10569948186528498,0.0,0.894300518134715
sub-bi03,bio,sess6,0.9377018920166128,0.0586063682510383,0.0036917397323488694,0.01465002712967987,0.9256646771568096,0.05968529571351058,0.05735930735930736,0.007034632034632035,0.9356060606060606
sub-bi04,bio,sess2,0.9313285457809695,0.058797127468581685,0.009874326750448833,0.04851004851004851,0.911988911988912,0.0395010395010395,0.04944765912677538,0.05049973698053656,0.900052603892688
sub-bi04,bio,sess3,0.9371980676328503,0.06086956521739131,0.001932367149758454,0.06508264462809918,0.893595041322314,0.04132231404958678,0.061505832449628844,0.0,0.9384941675503712
sub-bi04,bio,sess4,0.9346271705822268,0.059244126659857,0.006128702757916241,0.11895551257253385,0.8375241779497099,0.043520309477756286,0.05869797225186766,0.004268943436499467,0.9370330843116329
sub-bi04,bio,sess5,0.9510869565217391,0.04673913043478261,0.002173913043478261,0.14672897196261683,0.822429906542056,0.0308411214953271,0.053304904051172705,0.0,0.9466950959488273
sub-bi04,bio,sess6,0.9065606361829026,0.08996023856858847,0.0034791252485089465,0.05172413793103448,0.8886494252873564,0.05962643678160919,0.15766841853798375,0.031055900621118012,0.8112756808408982
sub-bi05,bio,sess2,0.93024494142705,0.04898828541001065,0.020766773162939296,0.024017467248908297,0.9290393013100436,0.04694323144104803,0.17565055762081785,0.023698884758364312,0.8006505576208178
sub-bi05,bio,sess3,0.9478499542543458,0.03751143641354071,0.01463860933211345,0.016905071521456438,0.9258777633289987,0.05721716514954486,0.03271028037383177,0.16074766355140188,0.8065420560747664
sub-bi05,bio,sess4,0.9495875343721356,0.03941338221814849,0.010999083409715857,0.014476614699331848,0.9443207126948775,0.04120267260579064,0.037154989384288746,0.03397027600849257,0.9288747346072187
sub-bi05,bio,sess5,0.9532273152478953,0.03835360149672591,0.00841908325537886,0.014176663031624863,0.9389312977099237,0.04689203925845147,0.05614406779661017,0.020127118644067795,0.923728813559322
sub-bi05,bio,sess6,0.9598096245372819,0.0375462718138551,0.0026441036488630354,0.1310528653931586,0.788982674366948,0.07996446023989338,0.03536231884057971,0.0,0.9646376811594203
sub-bi06,bio,sess2,0.9404761904761905,0.058982683982683984,0.0005411255411255411,0.37216828478964403,0.6148867313915858,0.012944983818770227,0.21726336439431093,0.0,0.7827366356056891
sub-bi06,bio,sess3,0.9296794208893485,0.05377456049638056,0.016546018614270942,0.10631229235880399,0.8504983388704319,0.04318936877076412,0.18470705064548162,0.0,0.8152929493545183
sub-bi06,bio,sess4,0.9160975609756098,0.04390243902439024,0.04,0.017075773745997867,0.9391675560298826,0.04375667022411953,0.13835198372329605,0.001017293997965412,0.8606307222787386
sub-bi06,bio,sess5,0.944,0.052,0.004,0.07676767676767676,0.8848484848484849,0.03838383838383838,0.07411273486430063,0.0,0.9258872651356994
sub-bi06,bio,sess6,0.9456947162426614,0.04256360078277886,0.011741682974559686,0.059541984732824425,0.8895674300254452,0.05089058524173028,0.07286166842661035,0.010559662090813094,0.9165786694825766
sub-bi07,bio,sess2,0.9201183431952663,0.057692307692307696,0.022189349112426034,0.08401400233372229,0.7747957992998833,0.1411901983663944,0.16473988439306358,0.0023121387283236996,0.8329479768786127
sub-bi07,bio,sess3,0.9513618677042801,0.047665369649805445,0.0009727626459143969,0.027979274611398965,0.9088082901554404,0.06321243523316063,0.08947368421052632,0.0,0.9105263157894737
sub-bi07,bio,sess4,0.941066417212348,0.0411599625818522,0.01777362020579981,0.05907172995780591,0.8832630098452883,0.057665260196905765,0.11318681318681319,0.001098901098901099,0.8857142857142857
sub-bi07,bio,sess5,0.9524253731343284,0.03451492537313433,0.013059701492537313,0.09631728045325778,0.876770538243626,0.026912181303116147,0.07246376811594203,0.0,0.927536231884058
sub-bi07,bio,sess6,0.9651551312649165,0.03341288782816229,0.001431980906921241,0.10495382031905962,0.871536523929471,0.023509655751469353,0.07637752318603383,0.0,0.9236224768139661
sub-bi08,bio,sess2,0.9473684210526315,0.05114200595829196,0.0014895729890764648,0.04471330878485008,0.9032088374539716,0.05207785376117833,0.08936825885978428,0.01335387776065742,0.8972778633795583
sub-bi08,bio,sess3,0.9443911792905082,0.05081495685522531,0.004793863854266539,0.036170212765957444,0.9212765957446809,0.0425531914893617,0.06666666666666667,0.0031746031746031746,0.9301587301587302
sub-bi08,bio,sess4,0.9399428026692088,0.05052430886558627,0.009532888465204958,0.006493506493506494,0.9361471861471862,0.05735930735930736,0.09414225941422594,0.0041841004184100415,0.9016736401673641
sub-bi08,bio,sess5,0.9541910331384016,0.04580896686159844,0.0,0.007438894792773645,0.9298618490967057,0.06269925611052073,0.0997920997920998,0.0010395010395010396,0.8991683991683992
sub-bi08,bio,sess6,0.9464867380176827,0.049790600279199626,0.0037226617031177293,0.0,0.9543683917640512,0.045631608235948806,0.07257646448937273,0.014515292897874546,0.9129082426127527
sub-bi09,bio,sess2,0.9434063000533903,0.053390282968499736,0.003203416978109984,0.16502808988764045,0.8216292134831461,0.013342696629213483,0.17841079460269865,0.0024987506246876563,0.8190904547726137
sub-bi09,bio,sess3,0.9680232558139535,0.03197674418604651,0.0,0.2488479262672811,0.7511520737327189,0.0,0.16145833333333334,0.0020833333333333333,0.8364583333333333
sub-bi09,bio,sess4,0.9695528068506185,0.017126546146527116,0.013320647002854425,0.02663934426229508,0.930327868852459,0.0430327868852459,0.04600219058050383,0.0,0.9539978094194962
sub-bi09,bio,sess5,0.9453703703703704,0.04814814814814815,0.006481481481481481,0.08431703204047218,0.866779089376054,0.048903878583473864,0.0867178924259056,0.003293084522502744,0.9099890230515917
sub-bi09,bio,sess6,0.9815444390480816,0.017484215638659543,0.0009713453132588635,0.0880597014925373,0.8679104477611941,0.04402985074626865,0.11158569140416444,0.032568072610784836,0.8558462359850507
sub-bi10,bio,sess2,0.9406457739791073,0.057929724596391265,0.0014245014245014246,0.1556420233463035,0.8171206225680934,0.027237354085603113,0.13274336283185842,0.011972930765226444,0.8552837064029152
sub-bi10,bio,sess3,0.9554263565891473,0.040697674418604654,0.003875968992248062,0.313953488372093,0.686046511627907,0.0,0.12840043525571274,0.003264417845484222,0.8683351468988031
sub-bi10,bio,sess4,0.9486486486486486,0.051351351351351354,0.0,0.17959183673469387,0.8204081632653061,0.0,0.12620320855614972,0.016042780748663103,0.8577540106951872
sub-bi10,bio,sess5,0.8923076923076924,0.08144796380090498,0.026244343891402715,0.09840425531914894,0.8125,0.08909574468085106,0.09557109557109557,0.01048951048951049,0.8939393939393939
sub-bi10,bio,sess6,0.9470924690181125,0.04194470924690181,0.0109628217349857,0.006262042389210019,0.838150289017341,0.15558766859344894,0.09857482185273159,0.010688836104513063,0.8907363420427553
sub-bi11,bio,sess2,0.7349468713105076,0.256788665879575,0.008264462809917356,0.23760580411124546,0.42926239419588874,0.33313180169286577,0.4146031746031746,0.04317460317460318,0.5422222222222223
sub-bi11,bio,sess3,0.9561170212765957,0.043882978723404256,0.0,0.0726950354609929,0.8794326241134752,0.047872340425531915,0.2738351254480287,0.12688172043010754,0.5992831541218638
sub-bi11,bio,sess4,0.96875,0.03125,0.0,0.058823529411764705,0.9008403361344538,0.040336134453781515,0.09317443120260022,0.0,0.9068255687973997
sub-bi11,bio,sess5,0.9674329501915708,0.032567049808429116,0.0,0.11711711711711711,0.8828828828828829,0.0,0.14776274713839752,0.01768990634755463,0.8345473465140478
sub-bi11,bio,sess6,0.9208813219829745,0.07411116675012519,0.005007511266900351,0.04032809295967191,0.9015721120984279,0.05809979494190021,0.1912672045562411,0.03132415757000474,0.7774086378737541
sub-bi12,bio,sess2,0.9422268907563025,0.05724789915966386,0.0005252100840336134,0.08682634730538923,0.8642714570858283,0.04890219560878244,0.10459183673469388,0.002551020408163265,0.8928571428571429
sub-bi12,bio,sess3,0.950733752620545,0.049266247379454925,0.0,0.09565217391304348,0.8473429951690822,0.057004830917874394,0.08085106382978724,0.0,0.9191489361702128
sub-bi12,bio,sess4,0.9572368421052632,0.04276315789473684,0.0,0.31337767923133775,0.6526237989652623,0.03399852180339985,0.07755946225439504,0.014477766287487074,0.9079627714581179
sub-bi12,bio,sess5,0.9624134520276953,0.03560830860534125,0.0019782393669634025,0.027339642481598318,0.9305993690851735,0.04206098843322818,0.08592132505175984,0.0010351966873706005,0.9130434782608695
sub-bi12,bio,sess6,0.9519883608147429,0.04655674102812803,0.001454898157129001,0.049926578560939794,0.9148311306901615,0.03524229074889868,0.13220164609053497,0.006172839506172839,0.8616255144032922
sub-bi13,bio,sess2,0.9553990610328639,0.04460093896713615,0.0,0.35827098919368244,0.6217788861180382,0.0199501246882793,0.1474558670820353,0.0,0.8525441329179647
sub-bi13,bio,sess3,0.9644351464435147,0.03556485355648536,0.0,0.0796812749003984,0.8814741035856574,0.03884462151394422,0.0825593395252838,0.0041279669762641896,0.913312693498452
sub-bi13,bio,sess4,0.9597701149425287,0.040229885057471264,0.0,0.3863912515188335,0.5953827460510328,0.018226002430133656,0.15145631067961166,0.02524271844660194,0.8233009708737864
sub-bi13,bio,sess5,0.9539170506912442,0.04608294930875576,0.0,0.23880597014925373,0.7325870646766169,0.028606965174129355,0.11961722488038277,0.07942583732057416,0.8009569377990431
sub-bi13,bio,sess6,0.945995145631068,0.054004854368932036,0.0,0.41901692183722805,0.5431103948428686,0.0378726833199033,0.1430817610062893,0.00890985324947589,0.8480083857442348
sub-co01,control,sess6,0.9445248432223831,0.05065123010130246,0.00482392667631452,0.05591054313099041,0.896964856230032,0.04712460063897764,0.1347554630593132,0.002081165452653486,0.8631633714880333
sub-co03,control,sess6,0.926984126984127,0.06984126984126984,0.0031746031746031746,0.0058445353594389245,0.9473991817650497,0.046756282875511396,0.06575619625695499,0.03945371775417299,0.894790085988872
sub-co04,control,sess6,0.9585911470728224,0.04140885292717753,0.0,0.07296137339055794,0.8935622317596567,0.03347639484978541,0.1345646437994723,0.005804749340369393,0.8596306068601584
sub-co05,control,sess6,0.9475638051044084,0.03944315545243619,0.012993039443155453,0.055660974067046176,0.8950031625553447,0.04933586337760911,0.06581858407079647,0.0005530973451327434,0.9336283185840708
sub-co07,control,sess6,0.9643196955280685,0.03425309229305423,0.0014272121788772598,0.024088541666666668,0.9186197916666666,0.057291666666666664,0.08665231431646932,0.0005382131324004305,0.9128094725511302
sub-co08,control,sess6,0.922173274596182,0.049437102300538424,0.028389623103279492,0.014915254237288136,0.9457627118644067,0.03932203389830508,0.15865146256817056,0.012394645513138325,0.8289538919186912
sub-co09,control,sess6,0.9563939245467908,0.043606075453209214,0.0,0.07336956521739131,0.9094202898550725,0.017210144927536232,0.15715715715715717,0.02002002002002002,0.8228228228228228
sub-co10,control,sess6,0.9515972894482091,0.044530493707647625,0.003872216844143272,0.13937282229965156,0.8304297328687572,0.030197444831591175,0.1684924360980699,0.011997913406364111,0.819509650495566
sub-co11,control,sess6,0.9302663438256659,0.06682808716707021,0.0029055690072639223,0.003923766816143498,0.9394618834080718,0.05661434977578475,0.11741293532338308,0.01691542288557214,0.8656716417910447
